date,device_category,registered_or_guest,no_visits,no_view_item,no_add_to_cart,no_purchases,no_transactions,conversion_rate
2020-08-28,desktop,registered,3214,3190,840,205,205,0.063783447417548225
2020-08-28,mobile,guest,29764,29750,2338,77,77,0.0025870178739416747
2020-08-28,mobile,registered,2748,2722,692,164,164,0.059679767103347887
2020-08-28,tablet,guest,307,307,26,0,0,0.0
2020-08-28,tablet,registered,39,39,8,1,1,0.02564102564102564
2020-08-29,,guest,29454,0,0,0,0,0.0
2020-08-29,desktop,guest,8170,8159,992,71,71,0.0086903304773561819
2020-08-29,desktop,registered,2858,2831,843,252,252,0.088173547935619309
2020-08-29,mobile,guest,40751,40709,4072,178,178,0.0043679909695467593
2020-08-29,mobile,registered,4266,4216,1096,263,263,0.0616502578527895
2020-08-29,tablet,guest,466,466,51,3,3,0.0064377682403433476
2020-08-29,tablet,registered,81,81,18,5,5,0.061728395061728392
2020-08-30,,guest,32255,0,0,0,0,0.0
2020-08-30,desktop,guest,7592,7583,941,94,94,0.01238145416227608
2020-08-30,desktop,registered,2786,2742,850,268,268,0.096195262024407757
2020-08-30,mobile,guest,48824,48799,4655,209,209,0.00428068163198427
2020-08-30,mobile,registered,4443,4383,1181,347,347,0.078100382624352913
2020-08-30,tablet,guest,607,606,69,3,3,0.0049423393739703456
2020-08-30,tablet,registered,70,69,12,8,8,0.11428571428571428
2020-08-31,,guest,29898,0,0,0,0,0.0
2020-08-31,desktop,guest,13012,12998,1575,148,148,0.011374116200430372
2020-08-31,desktop,registered,4289,4236,1214,390,390,0.090930286780135233
2020-08-31,mobile,guest,37652,37633,3050,166,166,0.0044087963454796557
2020-08-31,mobile,registered,3719,3670,883,266,266,0.071524603388007535
2020-08-31,tablet,guest,458,458,40,1,1,0.0021834061135371178
2020-08-31,tablet,registered,60,58,9,3,3,0.05
2020-09-01,,guest,24247,0,0,0,0,0.0
2020-09-01,desktop,guest,9460,9452,913,59,59,0.0062367864693446086
2020-09-01,desktop,registered,3060,3038,683,179,179,0.058496732026143791
2020-09-01,mobile,guest,27252,27238,1765,82,82,0.0030089534713048584
2020-09-01,mobile,registered,2595,2573,517,127,127,0.0489402697495183
2020-09-01,tablet,guest,324,324,17,0,0,0.0
2020-09-01,tablet,registered,57,57,12,2,2,0.035087719298245612
2020-09-02,,guest,24932,0,0,0,0,0.0
2020-09-02,desktop,guest,9828,9815,1092,69,69,0.007020757020757021
2020-09-02,desktop,registered,3244,3226,789,213,213,0.0656596794081381
2020-09-02,mobile,guest,32066,32046,3264,146,146,0.0045531092122497348
2020-09-02,mobile,registered,3258,3231,771,200,200,0.061387354205033766
2020-09-02,tablet,guest,272,272,26,3,3,0.011029411764705883
2020-09-02,tablet,registered,48,47,8,2,2,0.041666666666666664
2020-09-03,,guest,25866,0,0,0,0,0.0
2020-09-03,desktop,guest,10304,10290,941,81,81,0.0078610248447204961
2020-09-03,desktop,registered,3082,3068,670,200,200,0.064892926670992862
2020-09-03,mobile,guest,29191,29183,2347,72,72,0.0024665136514679183
2020-09-03,mobile,registered,2729,2703,507,121,121,0.0443385855624771
2020-09-03,tablet,guest,276,276,15,1,1,0.0036231884057971015
2020-09-03,tablet,registered,42,39,5,4,4,0.095238095238095233
2020-09-04,,guest,25358,0,0,0,0,0.0
2020-09-04,desktop,guest,10038,10026,892,53,53,0.0052799362422793388
2020-09-04,desktop,registered,2778,2763,604,156,156,0.056155507559395246
2020-09-04,mobile,guest,25623,25608,1932,74,74,0.0028880302852905592
2020-09-04,mobile,registered,2504,2480,480,118,118,0.047124600638977637
2020-09-04,tablet,guest,315,314,22,4,4,0.012698412698412698
2020-09-04,tablet,registered,45,45,5,2,2,0.044444444444444446
2020-09-05,,guest,23937,0,0,0,0,0.0
2020-09-05,desktop,guest,6104,6095,572,45,45,0.00737221494102228
2020-09-05,desktop,registered,1736,1724,442,128,128,0.073732718894009217
2020-09-05,mobile,guest,27215,27203,1968,76,76,0.0027925776226345764
2020-09-05,mobile,registered,2610,2582,545,140,140,0.053639846743295021
2020-09-05,tablet,guest,320,319,22,1,1,0.003125
2020-09-05,tablet,registered,32,32,5,4,4,0.125
2020-09-06,,guest,23220,0,0,0,0,0.0
2020-09-06,desktop,guest,4929,4927,446,39,39,0.0079123554473524045
2020-09-06,desktop,registered,1414,1397,362,117,117,0.082743988684582742
2020-09-06,mobile,guest,26345,26332,1943,82,82,0.0031125450749667867
2020-09-06,mobile,registered,2347,2325,519,134,134,0.057094162760971456
2020-09-06,tablet,guest,303,303,24,0,0,0.0
2020-09-06,tablet,registered,44,44,10,3,3,0.068181818181818177
2020-09-07,,guest,24180,0,0,0,0,0.0
2020-09-07,desktop,guest,9017,9014,721,45,45,0.0049905733614284131
2020-09-07,desktop,registered,2472,2454,551,150,150,0.060679611650485438
2020-09-07,mobile,guest,23216,23204,1496,54,54,0.0023259820813232254
2020-09-07,mobile,registered,1959,1939,384,83,83,0.042368555385400714
2020-09-07,tablet,guest,248,248,10,1,1,0.0040322580645161289
2020-09-07,tablet,registered,26,26,5,1,1,0.038461538461538464
2020-09-08,,guest,25024,0,0,0,0,0.0
2020-09-08,desktop,guest,8212,8206,796,47,47,0.0057233317096931323
2020-09-08,desktop,registered,2216,2199,496,124,124,0.055956678700361008
2020-09-08,mobile,guest,21130,21118,1480,54,54,0.002555608140085187
2020-09-08,mobile,registered,1932,1919,376,97,97,0.05020703933747412
2020-09-08,tablet,guest,219,219,16,1,1,0.0045662100456621
2020-09-08,tablet,registered,39,39,5,3,3,0.076923076923076927
2020-09-09,,guest,24208,0,0,0,0,0.0
2020-09-09,desktop,guest,8171,8163,703,40,40,0.0048953616448415126
2020-09-09,desktop,registered,2421,2407,576,155,155,0.064023130937629083
2020-09-09,mobile,guest,22995,22984,1442,61,61,0.0026527505979560776
2020-09-09,mobile,registered,1946,1931,398,97,97,0.049845837615621787
2020-09-09,tablet,guest,235,235,12,0,0,0.0
2020-09-09,tablet,registered,26,25,1,2,2,0.076923076923076927
2020-09-10,,guest,25945,0,0,0,0,0.0
2020-09-10,desktop,guest,8632,8618,743,55,55,0.0063716404077849859
2020-09-10,desktop,registered,2508,2480,580,176,176,0.070175438596491224
2020-09-10,mobile,guest,24427,24424,1448,38,38,0.0015556556269701559
2020-09-10,mobile,registered,2060,2042,411,81,81,0.039320388349514561
2020-09-10,tablet,guest,223,223,9,0,0,0.0
2020-09-10,tablet,registered,29,26,6,5,5,0.17241379310344829
2020-09-11,,guest,26702,0,0,0,0,0.0
2020-09-11,desktop,guest,8457,8447,673,39,39,0.0046115643845335225
2020-09-11,desktop,registered,2364,2350,542,166,166,0.070219966159052447
2020-09-11,mobile,guest,25115,25105,1451,42,42,0.0016723073860242883
2020-09-11,mobile,registered,2040,2025,404,79,79,0.038725490196078433
2020-09-11,tablet,guest,271,271,15,2,2,0.0073800738007380072
2020-09-11,tablet,registered,23,22,6,2,2,0.086956521739130432
2020-09-12,,guest,24915,0,0,0,0,0.0
2020-09-12,desktop,guest,5553,5547,511,31,31,0.0055825679812713845
2020-09-12,desktop,registered,1433,1417,330,100,100,0.06978367062107467
2020-09-12,mobile,guest,26235,26227,1645,72,72,0.0027444253859348197
2020-09-12,mobile,registered,2070,2053,428,97,97,0.046859903381642511
2020-09-12,tablet,guest,279,279,14,1,1,0.0035842293906810036
2020-09-12,tablet,registered,40,39,8,4,4,0.1
2020-09-13,,guest,24677,0,0,0,0,0.0
2020-09-13,desktop,guest,4890,4890,403,26,26,0.0053169734151329246
2020-09-13,desktop,registered,1307,1299,328,94,94,0.071920428462127012
2020-09-13,mobile,guest,27388,27374,1796,31,31,0.001131882576310793
2020-09-13,mobile,registered,2160,2140,490,84,84,0.03888888888888889
2020-09-13,tablet,guest,307,307,25,0,0,0.0
2020-09-13,tablet,registered,43,43,8,1,1,0.023255813953488372
2020-09-14,,guest,24205,0,0,0,0,0.0
2020-09-14,desktop,guest,8482,8469,853,54,54,0.0063664230134402268
2020-09-14,desktop,registered,2289,2276,582,146,146,0.063783311489733513
2020-09-14,mobile,guest,21232,21225,1350,49,49,0.00230783722682743
2020-09-14,mobile,registered,1788,1773,372,61,61,0.03411633109619687
2020-09-14,tablet,guest,229,229,9,0,0,0.0
2020-09-14,tablet,registered,23,23,2,0,0,0.0
2020-09-15,,guest,24846,0,0,0,0,0.0
2020-09-15,desktop,guest,8340,8338,958,50,50,0.0059952038369304557
2020-09-15,desktop,registered,2344,2336,618,146,146,0.062286689419795219
2020-09-15,mobile,guest,21056,21045,1342,50,50,0.0023746200607902735
2020-09-15,mobile,registered,1882,1859,434,99,99,0.052603613177470775
2020-09-15,tablet,guest,219,218,10,1,1,0.0045662100456621
2020-09-15,tablet,registered,28,28,7,0,0,0.0
2020-09-16,,guest,28050,0,0,0,0,0.0
2020-09-16,desktop,guest,9089,9080,957,65,65,0.00715150181538123
2020-09-16,desktop,registered,2483,2453,601,161,161,0.0648409182440596
2020-09-16,mobile,guest,28156,28149,1585,60,60,0.0021309845148458589
2020-09-16,mobile,registered,1972,1960,450,115,115,0.058316430020283978
2020-09-16,tablet,guest,266,266,17,0,0,0.0
2020-09-16,tablet,registered,30,30,7,1,1,0.033333333333333333
2020-09-17,,guest,27692,0,0,0,0,0.0
2020-09-17,desktop,guest,9166,9157,955,54,54,0.0058913375518219509
2020-09-17,desktop,registered,2465,2443,614,165,165,0.066937119675456389
2020-09-17,mobile,guest,27939,27933,1604,24,24,0.00085901428111242344
2020-09-17,mobile,registered,1948,1934,461,51,51,0.026180698151950718
2020-09-17,tablet,guest,253,253,15,0,0,0.0
2020-09-17,tablet,registered,38,37,9,3,3,0.078947368421052627
2020-09-18,,guest,25520,0,0,0,0,0.0
2020-09-18,desktop,guest,8499,8491,821,47,47,0.00553006236027768
2020-09-18,desktop,registered,2099,2091,529,141,141,0.067174845164363978
2020-09-18,mobile,guest,25736,25726,1342,57,57,0.0022147963941560461
2020-09-18,mobile,registered,1768,1753,388,88,88,0.049773755656108594
2020-09-18,tablet,guest,253,254,16,3,3,0.011857707509881422
2020-09-18,tablet,registered,24,22,6,2,2,0.083333333333333329
2020-09-19,,guest,32439,0,0,0,0,0.0
2020-09-19,desktop,guest,6638,6630,723,44,44,0.0066285025610123534
2020-09-19,desktop,registered,1729,1712,487,144,144,0.083285135916714867
2020-09-19,mobile,guest,34491,34483,2225,75,75,0.0021744802992084891
2020-09-19,mobile,registered,2248,2230,547,142,142,0.063167259786476873
2020-09-19,tablet,guest,362,362,28,0,0,0.0
2020-09-19,tablet,registered,32,32,5,3,3,0.09375
2020-09-20,,guest,37455,0,0,0,0,0.0
2020-09-20,desktop,guest,6313,6308,650,45,45,0.0071281482654839221
2020-09-20,desktop,registered,1638,1615,442,158,158,0.096459096459096463
2020-09-20,mobile,guest,42875,42862,2685,82,82,0.0019125364431486882
2020-09-20,mobile,registered,2806,2779,690,185,185,0.065930149679258726
2020-09-20,tablet,guest,463,461,30,6,6,0.012958963282937365
2020-09-20,tablet,registered,35,35,5,3,3,0.085714285714285715
2020-09-21,,guest,38612,0,0,0,0,0.0
2020-09-21,desktop,guest,12352,12343,1002,62,62,0.0050194300518134711
2020-09-21,desktop,registered,3016,3000,675,185,185,0.0613395225464191
2020-09-21,mobile,guest,36189,36182,1938,62,62,0.0017132277763961426
2020-09-21,mobile,registered,2250,2232,450,101,101,0.044888888888888888
2020-09-21,tablet,guest,342,342,14,1,1,0.0029239766081871343
2020-09-21,tablet,registered,42,42,6,1,1,0.023809523809523808
2020-09-22,,guest,34934,0,0,0,0,0.0
2020-09-22,desktop,guest,11072,11064,1034,56,56,0.0050578034682080926
2020-09-22,desktop,registered,3089,3064,732,219,219,0.070896730333441238
2020-09-22,mobile,guest,34431,34423,1878,79,79,0.0022944439603845373
2020-09-22,mobile,registered,2461,2433,537,138,138,0.056074766355140186
2020-09-22,tablet,guest,317,317,21,0,0,0.0
2020-09-22,tablet,registered,37,35,3,3,3,0.081081081081081086
2020-09-23,,guest,34722,0,0,0,0,0.0
2020-09-23,desktop,guest,10989,10980,1102,82,82,0.0074620074620074623
2020-09-23,desktop,registered,2967,2951,738,216,216,0.072800808897876643
2020-09-23,mobile,guest,33746,33739,2079,68,68,0.0020150536359864872
2020-09-23,mobile,registered,2373,2339,547,145,145,0.061104087652760222
2020-09-23,tablet,guest,320,320,23,1,1,0.003125
2020-09-23,tablet,registered,33,32,11,2,2,0.060606060606060608
2020-09-24,,guest,30409,0,0,0,0,0.0
2020-09-24,desktop,guest,10867,10859,965,52,52,0.004785129290512561
2020-09-24,desktop,registered,2907,2888,703,212,212,0.072927416580667356
2020-09-24,mobile,guest,32234,32223,1924,62,62,0.0019234348824222871
2020-09-24,mobile,registered,2428,2407,534,125,125,0.051482701812191105
2020-09-24,tablet,guest,318,318,18,0,0,0.0
2020-09-24,tablet,registered,41,41,6,1,1,0.024390243902439025
2020-09-25,,guest,30083,0,0,0,0,0.0
2020-09-25,desktop,guest,11265,11252,819,53,53,0.0047048379937860629
2020-09-25,desktop,registered,2503,2485,526,138,138,0.055133839392728728
2020-09-25,mobile,guest,31378,31369,1623,76,76,0.0024220791637452992
2020-09-25,mobile,registered,2124,2107,447,109,109,0.051318267419962336
2020-09-25,tablet,guest,316,315,17,0,0,0.0
2020-09-25,tablet,registered,39,38,10,3,3,0.076923076923076927
2020-09-26,,guest,27623,0,0,0,0,0.0
2020-09-26,desktop,guest,6568,6561,595,28,28,0.0042630937880633376
2020-09-26,desktop,registered,1590,1575,374,119,119,0.074842767295597482
2020-09-26,mobile,guest,32331,32320,1876,61,61,0.0018867340942129844
2020-09-26,mobile,registered,2206,2201,455,95,95,0.043064369900271987
2020-09-26,tablet,guest,331,331,21,0,0,0.0
2020-09-26,tablet,registered,45,45,7,2,2,0.044444444444444446
2020-09-27,,guest,26439,0,0,0,0,0.0
2020-09-27,desktop,guest,5951,5949,484,23,23,0.0038648966560241977
2020-09-27,desktop,registered,1436,1426,383,119,119,0.082869080779944287
2020-09-27,mobile,guest,34412,34398,2004,83,83,0.0024119493200046496
2020-09-27,mobile,registered,2259,2239,493,108,108,0.047808764940239043
2020-09-27,tablet,guest,339,339,21,1,1,0.0029498525073746312
2020-09-27,tablet,registered,37,37,7,2,2,0.054054054054054057
2020-09-28,,guest,34213,0,0,0,0,0.0
2020-09-28,desktop,guest,13713,13709,1239,68,68,0.004958798220666521
2020-09-28,desktop,registered,3735,3728,962,296,296,0.079250334672021416
2020-09-28,mobile,guest,38349,38328,2511,121,121,0.0031552322094448356
2020-09-28,mobile,registered,3345,3308,793,194,194,0.057997010463378178
2020-09-28,tablet,guest,390,390,25,3,3,0.0076923076923076927
2020-09-28,tablet,registered,40,40,8,1,1,0.025
2020-09-29,,guest,38353,0,0,0,0,0.0
2020-09-29,desktop,guest,16550,16529,1542,125,125,0.0075528700906344415
2020-09-29,desktop,registered,4252,4214,1071,355,355,0.0834901222953904
2020-09-29,mobile,guest,45338,45312,3001,148,148,0.0032643698442807356
2020-09-29,mobile,registered,3885,3860,875,235,235,0.060489060489060491
2020-09-29,tablet,guest,414,414,30,0,0,0.0
2020-09-29,tablet,registered,54,54,13,3,3,0.055555555555555552
2020-09-30,,guest,39381,0,0,0,0,0.0
2020-09-30,desktop,guest,16914,16899,1448,114,114,0.0067399787158566871
2020-09-30,desktop,registered,4289,4234,1075,368,368,0.085800885987409647
2020-09-30,mobile,guest,42718,42692,2689,159,159,0.0037220843672456576
2020-09-30,mobile,registered,3654,3631,838,242,242,0.0662287903667214
2020-09-30,tablet,guest,431,430,28,4,4,0.0092807424593967514
2020-09-30,tablet,registered,47,46,7,3,3,0.063829787234042548
2020-10-01,,guest,35459,0,0,0,0,0.0
2020-10-01,desktop,guest,13859,13849,1096,63,63,0.00454578252399163
2020-10-01,desktop,registered,3551,3512,851,289,289,0.081385525204167836
2020-10-01,mobile,guest,35056,35041,2080,102,102,0.00290963030579644
2020-10-01,mobile,registered,2823,2781,613,192,192,0.068012752391073322
2020-10-01,tablet,guest,343,343,20,0,0,0.0
2020-10-01,tablet,registered,32,31,7,2,2,0.0625
2020-10-02,,guest,35894,0,0,0,0,0.0
2020-10-02,desktop,guest,13514,13507,1210,72,72,0.0053278081989048395
2020-10-02,desktop,registered,3396,3384,857,232,232,0.068315665488810365
2020-10-02,mobile,guest,34395,34377,1813,81,81,0.0023549934583515044
2020-10-02,mobile,registered,2769,2748,580,118,118,0.042614662332972189
2020-10-02,tablet,guest,354,354,18,2,2,0.0056497175141242938
2020-10-02,tablet,registered,49,48,11,6,6,0.12244897959183673
2020-10-03,,guest,31941,0,0,0,0,0.0
2020-10-03,desktop,guest,7500,7495,615,29,29,0.0038666666666666667
2020-10-03,desktop,registered,1822,1813,457,121,121,0.066410537870472
2020-10-03,mobile,guest,33770,33761,1771,63,63,0.001865561148948771
2020-10-03,mobile,registered,2460,2442,530,104,104,0.042276422764227641
2020-10-03,tablet,guest,340,340,20,1,1,0.0029411764705882353
2020-10-03,tablet,registered,47,46,5,5,5,0.10638297872340426
2020-10-04,,guest,31595,0,0,0,0,0.0
2020-10-04,desktop,guest,6252,6246,571,38,38,0.0060780550223928347
2020-10-04,desktop,registered,1533,1524,396,103,103,0.06718851924331376
2020-10-04,mobile,guest,34636,34628,1893,72,72,0.0020787619817530891
2020-10-04,mobile,registered,2447,2428,545,123,123,0.050265631385369838
2020-10-04,tablet,guest,384,384,21,0,0,0.0
2020-10-04,tablet,registered,45,45,9,4,4,0.088888888888888892
2020-10-05,,guest,34975,0,0,0,0,0.0
2020-10-05,desktop,guest,11569,11562,1011,42,42,0.0036303915636615091
2020-10-05,desktop,registered,3075,3053,721,207,207,0.067317073170731712
2020-10-05,mobile,guest,30992,30984,1659,74,74,0.0023877129581827568
2020-10-05,mobile,registered,2170,2153,451,127,127,0.058525345622119813
2020-10-05,tablet,guest,298,298,13,0,0,0.0
2020-10-05,tablet,registered,37,37,7,3,3,0.081081081081081086
2020-10-06,,guest,33082,0,0,0,0,0.0
2020-10-06,desktop,guest,10034,10027,940,55,55,0.0054813633645604942
2020-10-06,desktop,registered,2651,2639,599,141,141,0.053187476423990944
2020-10-06,mobile,guest,28969,28963,1513,66,66,0.0022782974904207946
2020-10-06,mobile,registered,2020,2007,427,95,95,0.04702970297029703
2020-10-06,tablet,guest,280,279,18,1,1,0.0035714285714285713
2020-10-06,tablet,registered,26,26,4,2,2,0.076923076923076927
2020-10-07,,guest,32124,0,0,0,0,0.0
2020-10-07,desktop,guest,9885,9877,868,41,41,0.0041476985331310064
2020-10-07,desktop,registered,2756,2732,699,183,183,0.066400580551523952
2020-10-07,mobile,guest,29329,29321,1566,58,58,0.0019775648675372497
2020-10-07,mobile,registered,2120,2101,436,91,91,0.04292452830188679
2020-10-07,tablet,guest,282,282,14,1,1,0.0035460992907801418
2020-10-07,tablet,registered,33,33,5,1,1,0.030303030303030304
2020-10-08,,guest,39016,0,0,0,0,0.0
2020-10-08,desktop,guest,12204,12197,973,58,58,0.00475254015077024
2020-10-08,desktop,registered,3107,3086,688,203,203,0.0653363373028645
2020-10-08,mobile,guest,34745,34735,1814,66,66,0.001899553892646424
2020-10-08,mobile,registered,2544,2519,512,129,129,0.050707547169811323
2020-10-08,tablet,guest,346,345,15,0,0,0.0
2020-10-08,tablet,registered,40,40,10,3,3,0.075
2020-10-09,,guest,40880,0,0,0,0,0.0
2020-10-09,desktop,guest,12502,12484,988,61,61,0.0048792193249080143
2020-10-09,desktop,registered,3038,3024,698,169,169,0.055628703094140884
2020-10-09,mobile,guest,38675,38658,1973,76,76,0.001965093729799612
2020-10-09,mobile,registered,2631,2611,539,134,134,0.050931204865070315
2020-10-09,tablet,guest,371,370,27,2,2,0.0053908355795148251
2020-10-09,tablet,registered,32,32,5,2,2,0.0625
2020-10-10,,guest,39256,0,0,0,0,0.0
2020-10-10,desktop,guest,7504,7493,593,33,33,0.0043976545842217482
2020-10-10,desktop,registered,1841,1835,452,126,126,0.068441064638783272
2020-10-10,mobile,guest,43029,43017,2268,62,62,0.001440888702967766
2020-10-10,mobile,registered,2640,2626,518,120,120,0.045454545454545456
2020-10-10,tablet,guest,424,424,22,0,0,0.0
2020-10-10,tablet,registered,39,39,10,4,4,0.10256410256410256
2020-10-11,,guest,38974,0,0,0,0,0.0
2020-10-11,desktop,guest,6237,6233,499,25,25,0.0040083373416706751
2020-10-11,desktop,registered,1580,1569,398,116,116,0.073417721518987344
2020-10-11,mobile,guest,42127,42119,1992,82,82,0.0019464951218933226
2020-10-11,mobile,registered,2442,2428,481,102,102,0.041769041769041768
2020-10-11,tablet,guest,405,404,20,2,2,0.0049382716049382715
2020-10-11,tablet,registered,46,46,8,4,4,0.086956521739130432
2020-10-12,,guest,41674,0,0,0,0,0.0
2020-10-12,desktop,guest,11905,11894,979,76,76,0.0063838723225535486
2020-10-12,desktop,registered,3184,3168,759,199,199,0.0625
2020-10-12,mobile,guest,43024,43000,2999,104,104,0.0024172554853105245
2020-10-12,mobile,registered,3112,3090,674,172,172,0.055269922879177376
2020-10-12,tablet,guest,359,358,25,1,1,0.0027855153203342618
2020-10-12,tablet,registered,34,34,10,4,4,0.11764705882352941
2020-10-13,,guest,41285,0,0,0,0,0.0
2020-10-13,desktop,guest,12284,12278,912,53,53,0.0043145555193747961
2020-10-13,desktop,registered,2975,2951,690,195,195,0.065546218487394961
2020-10-13,mobile,guest,36975,36967,2088,81,81,0.0021906693711967544
2020-10-13,mobile,registered,2387,2362,517,112,112,0.0469208211143695
2020-10-13,tablet,guest,337,337,15,1,1,0.002967359050445104
2020-10-13,tablet,registered,31,31,4,3,3,0.0967741935483871
2020-10-14,,guest,37627,0,0,0,0,0.0
2020-10-14,desktop,guest,10918,10914,813,54,54,0.0049459607986810771
2020-10-14,desktop,registered,2643,2619,620,174,174,0.065834279228149828
2020-10-14,mobile,guest,32491,32479,1573,69,69,0.0021236650149272108
2020-10-14,mobile,registered,2117,2100,396,93,93,0.043930089749645726
2020-10-14,tablet,guest,338,338,21,0,0,0.0
2020-10-14,tablet,registered,29,27,6,5,5,0.17241379310344829
2020-10-15,,guest,42443,0,0,0,0,0.0
2020-10-15,desktop,guest,12552,12542,981,61,61,0.0048597833014659021
2020-10-15,desktop,registered,3038,3011,640,173,173,0.056945358788676764
2020-10-15,mobile,guest,35684,35666,2121,90,90,0.0025221387736800807
2020-10-15,mobile,registered,2638,2612,558,165,165,0.062547384382107662
2020-10-15,tablet,guest,430,430,26,1,1,0.0023255813953488372
2020-10-15,tablet,registered,39,39,7,5,5,0.12820512820512819
2020-10-16,,guest,40589,0,0,0,0,0.0
2020-10-16,desktop,guest,12314,12309,940,68,68,0.0055221698879324346
2020-10-16,desktop,registered,3014,2985,661,177,177,0.058725945587259458
2020-10-16,mobile,guest,33474,33461,1948,105,105,0.0031367628607277291
2020-10-16,mobile,registered,2582,2564,539,154,154,0.059643687064291247
2020-10-16,tablet,guest,385,385,18,2,2,0.0051948051948051948
2020-10-16,tablet,registered,32,32,5,4,4,0.125
2020-10-17,,guest,39606,0,0,0,0,0.0
2020-10-17,desktop,guest,7632,7627,575,45,45,0.00589622641509434
2020-10-17,desktop,registered,1895,1882,467,133,133,0.070184696569920837
2020-10-17,mobile,guest,36700,36685,2071,106,106,0.0028882833787465942
2020-10-17,mobile,registered,2871,2841,624,173,173,0.060257749912922327
2020-10-17,tablet,guest,431,431,22,1,1,0.0023201856148491878
2020-10-17,tablet,registered,36,36,9,0,0,0.0
2020-10-18,,guest,41420,0,0,0,0,0.0
2020-10-18,desktop,guest,6807,6806,529,37,37,0.00543558101953871
2020-10-18,desktop,registered,1832,1812,481,180,180,0.0982532751091703
2020-10-18,mobile,guest,40383,40364,2244,102,102,0.0025258153183270187
2020-10-18,mobile,registered,3056,3030,637,194,194,0.063481675392670162
2020-10-18,tablet,guest,444,443,27,2,2,0.0045045045045045045
2020-10-18,tablet,registered,50,50,9,3,3,0.06
2020-10-19,,guest,41623,0,0,0,0,0.0
2020-10-19,desktop,guest,13760,13753,916,50,50,0.0036337209302325581
2020-10-19,desktop,registered,3141,3118,628,204,204,0.064947468958930277
2020-10-19,mobile,guest,32757,32743,1570,69,69,0.0021064200018316697
2020-10-19,mobile,registered,2500,2483,461,122,122,0.0488
2020-10-19,tablet,guest,352,351,17,0,0,0.0
2020-10-19,tablet,registered,43,43,6,0,0,0.0
2020-10-20,,guest,39776,0,0,0,0,0.0
2020-10-20,desktop,guest,13978,13965,1192,72,72,0.0051509514952067532
2020-10-20,desktop,registered,3641,3616,885,251,251,0.068937105190881628
2020-10-20,mobile,guest,30629,30618,1812,80,80,0.0026119037513467631
2020-10-20,mobile,registered,2617,2590,527,127,127,0.04852884982804738
2020-10-20,tablet,guest,390,390,29,1,1,0.0025641025641025641
2020-10-20,tablet,registered,47,46,8,7,7,0.14893617021276595
2020-10-21,,guest,37971,0,0,0,0,0.0
2020-10-21,desktop,guest,12654,12645,945,50,50,0.0039513197407934249
2020-10-21,desktop,registered,3169,3147,741,190,190,0.059955822025875669
2020-10-21,mobile,guest,28830,28818,1645,69,69,0.002393340270551509
2020-10-21,mobile,registered,2510,2496,514,129,129,0.051394422310756971
2020-10-21,tablet,guest,316,316,14,0,0,0.0
2020-10-21,tablet,registered,45,45,11,0,0,0.0
2020-10-22,,guest,33877,0,0,0,0,0.0
2020-10-22,desktop,guest,11331,11323,868,53,53,0.0046774335892683788
2020-10-22,desktop,registered,2759,2732,654,180,180,0.065241029358463209
2020-10-22,mobile,guest,23617,23607,1430,59,59,0.0024982004488292332
2020-10-22,mobile,registered,2095,2070,451,106,106,0.050596658711217185
2020-10-22,tablet,guest,317,316,22,0,0,0.0
2020-10-22,tablet,registered,47,46,9,2,2,0.0425531914893617
2020-10-23,,guest,34756,0,0,0,0,0.0
2020-10-23,desktop,guest,11023,11019,865,42,42,0.0038102150049895674
2020-10-23,desktop,registered,2624,2620,587,147,147,0.056021341463414635
2020-10-23,mobile,guest,26310,26302,1539,59,59,0.0022424933485366782
2020-10-23,mobile,registered,2195,2181,411,89,89,0.040546697038724371
2020-10-23,tablet,guest,306,304,19,2,2,0.0065359477124183009
2020-10-23,tablet,registered,30,30,3,0,0,0.0
2020-10-24,,guest,34159,0,0,0,0,0.0
2020-10-24,desktop,guest,6772,6766,552,22,22,0.0032486709982279976
2020-10-24,desktop,registered,1736,1730,418,113,113,0.065092165898617507
2020-10-24,mobile,guest,28431,28418,1734,70,70,0.0024621012275333263
2020-10-24,mobile,registered,2316,2286,502,123,123,0.053108808290155442
2020-10-24,tablet,guest,382,382,21,0,0,0.0
2020-10-24,tablet,registered,35,35,2,1,1,0.028571428571428571
2020-10-25,,guest,34360,0,0,0,0,0.0
2020-10-25,desktop,guest,6248,6246,464,24,24,0.0038412291933418692
2020-10-25,desktop,registered,1566,1555,406,116,116,0.07407407407407407
2020-10-25,mobile,guest,30644,30635,1838,93,93,0.0030348518470173606
2020-10-25,mobile,registered,2463,2433,535,138,138,0.056029232643118147
2020-10-25,tablet,guest,397,397,26,2,2,0.0050377833753148613
2020-10-25,tablet,registered,31,31,3,1,1,0.032258064516129031
2020-10-26,,guest,34181,0,0,0,0,0.0
2020-10-26,desktop,guest,11032,11023,884,42,42,0.0038071065989847717
2020-10-26,desktop,registered,2808,2783,597,177,177,0.063034188034188032
2020-10-26,mobile,guest,27037,27026,1493,68,68,0.00251507193845471
2020-10-26,mobile,registered,2134,2116,429,100,100,0.046860356138706656
2020-10-26,tablet,guest,290,290,12,0,0,0.0
2020-10-26,tablet,registered,20,20,5,2,2,0.1
2020-10-27,,guest,31990,0,0,0,0,0.0
2020-10-27,desktop,guest,10183,10178,804,37,37,0.0036335068251006578
2020-10-27,desktop,registered,2565,2548,523,146,146,0.056920077972709551
